Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,Posicion_general,Posicion_general_Defensa,Posicion_general_Delantero,Posicion_general_Mediocampista,Posicion_general_Otros,market_value_predicho
Kevin Stoger,at AUT,CM,0.0,"Saturday May 10, 2025",0,2,0.4,0.4,0.0,0.0,1,8,8,8,0,0,0,0,2,0,0.0,0.0,0.0,1,7,1,0,0,7,7,7,0,0,0,7,1,,0,1,0,1,9,1,1,0,0,,30.06.2027,Mediocampista,False,False,True,False,1473192.0
Lucas Holer,de GER,"AM,FW",0.0,"Saturday March 8, 2025",0,2,0.2,0.2,0.0,0.0,2,35,35,35,1,1,1,1,4,0,0.0,0.0,0.0,1,34,0,0,2,19,19,19,1,0,0,18,7,100.0,0,0,2,1,31,6,1,2,5,62.5,30.06.2029,Otros,False,False,False,True,0.0
Yannik Keitel,de GER,DM,0.0,"Sunday May 11, 2025",0,1,0.1,0.1,0.0,0.0,0,11,11,11,0,0,0,0,5,0,0.0,0.0,0.0,0,11,0,0,0,9,9,9,0,0,0,1,1,,0,0,0,0,12,1,0,0,0,,30.06.2028,Mediocampista,False,False,True,False,0.0
Nikola Vasilj,ba BIH,GK,0.0,"Saturday January 18, 2025",0,0,0.0,0.0,0.0,0.0,0,39,39,39,0,0,0,0,9,8,0.0,0.0,0.0,3,36,3,0,0,21,21,21,0,0,0,0,0,,0,0,0,0,29,0,0,0,0,,-,Arquero,False,False,False,False,477984.0
Florian Neuhaus,de GER,AM,0.0,"Saturday November 9, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,4,0,0,0,2,2,2,0,0,0,0,0,0.0,1,0,0,1,3,0,0,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Elvis Rexhbecaj,xk KVX,CM,0.0,"Saturday March 8, 2025",0,1,0.0,0.0,0.0,0.0,0,20,20,20,2,2,0,0,8,2,0.0,0.0,0.0,0,19,1,0,0,14,14,14,0,1,0,2,0,,0,0,1,0,14,0,1,0,1,50.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Kevin Stoger,at AUT,"LW,AM",0.0,"Friday October 4, 2024",0,0,0.0,0.0,0.1,0.1,7,79,79,79,9,9,0,0,25,12,0.1,0.1,0.2,7,67,11,0,8,58,58,58,1,1,0,24,0,,0,4,0,2,65,3,0,8,0,0.0,30.06.2027,Otros,False,False,False,True,13230731.8
Christian Gunter,de GER,LB,0.0,"Saturday March 15, 2025",0,1,0.0,0.0,0.9,0.9,6,61,61,61,6,6,0,0,14,7,0.9,0.9,0.5,3,46,15,0,11,44,44,44,0,1,0,36,2,,0,1,1,0,41,6,0,11,0,,-,Defensa,True,False,False,False,43312303.2
Nikola Vasilj,ba BIH,GK,0.0,"Sunday August 25, 2024",0,0,0.0,0.0,0.0,0.0,0,49,49,49,0,0,0,0,30,6,0.0,0.0,0.0,1,48,1,0,0,42,42,42,0,0,0,0,0,,0,0,0,0,39,0,0,0,0,,-,Arquero,False,False,False,False,0.0
Christian Gunter,de GER,LB,0.0,"Saturday March 8, 2025",0,1,0.0,0.0,0.1,0.1,1,43,43,43,3,3,1,1,11,2,0.1,0.1,0.1,3,32,11,0,3,27,27,27,0,1,1,16,0,100.0,0,1,0,1,28,6,1,3,1,50.0,-,Defensa,True,False,False,False,40276709.8
Hong Hyunseok,kr KOR,AM,0.0,"Saturday August 31, 2024",0,1,0.1,0.1,0.0,0.0,1,19,19,19,2,2,0,0,3,1,0.0,0.0,0.0,3,19,0,0,0,18,18,18,0,2,0,8,2,,0,0,1,2,20,4,1,0,0,0.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Marvin Friedrich,de GER,CB,0.0,"Saturday November 9, 2024",0,2,0.1,0.1,0.0,0.0,0,49,49,49,1,1,0,0,17,5,0.0,0.0,0.0,2,47,2,0,0,42,42,42,0,6,0,3,3,,0,0,0,0,45,0,0,0,0,,30.06.2026,Defensa,True,False,False,False,2361735.0
Elvis Rexhbecaj,xk KVX,"RM,CM",0.0,"Saturday August 24, 2024",1,1,0.0,0.0,0.0,0.0,4,40,40,40,6,6,1,1,12,2,0.0,0.0,0.0,4,40,0,0,5,29,29,29,0,2,0,22,0,100.0,0,3,0,1,35,2,0,5,0,,30.06.2026,Otros,False,False,False,True,55196740.0
Elvis Rexhbecaj,xk KVX,"CM,RM",0.0,"Saturday March 15, 2025",0,3,0.1,0.1,0.0,0.0,3,42,42,42,2,2,1,1,15,4,0.0,0.0,0.3,2,41,1,1,2,32,32,32,0,1,0,22,2,25.0,3,1,0,0,38,2,2,2,1,100.0,30.06.2026,Otros,False,False,False,True,14130722.0
Amos Pieper,de GER,CB,0.0,"Sunday April 13, 2025",0,0,0.0,0.0,0.0,0.0,1,66,66,66,4,4,0,0,27,10,0.0,0.0,0.0,5,59,7,0,0,58,58,58,0,5,0,3,1,0.0,1,1,1,0,43,0,1,0,3,60.0,30.06.2026,Defensa,True,False,False,False,0.0
Elvis Rexhbecaj,xk KVX,CM,0.0,"Saturday November 30, 2024",0,2,0.1,0.1,0.0,0.0,2,26,26,26,6,6,0,0,10,1,0.0,0.0,0.0,4,24,2,0,2,18,18,18,0,0,0,12,1,0.0,1,2,2,0,22,4,1,2,0,0.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Hong Hyunseok,kr KOR,FW,0.0,"Saturday April 19, 2025",0,0,0.0,0.0,0.1,0.1,1,10,10,10,2,2,0,0,3,0,0.1,0.1,0.0,0,10,0,0,0,8,8,8,0,1,0,7,0,,0,1,0,0,8,1,1,0,0,0.0,30.06.2026,Delantero,False,True,False,False,0.0
Marvin Friedrich,de GER,CB,0.0,"Saturday November 30, 2024",0,1,0.0,0.0,0.0,0.0,0,81,81,81,4,4,0,0,38,2,0.0,0.0,0.0,2,80,1,0,0,67,67,67,0,2,0,3,2,,0,0,1,0,67,0,0,0,6,75.0,30.06.2026,Defensa,True,False,False,False,0.0
Florian Neuhaus,de GER,CM,0.0,"Saturday May 10, 2025",0,0,0.0,0.0,0.0,0.0,0,7,7,7,0,0,1,1,2,0,0.0,0.0,0.0,0,5,1,0,0,4,4,4,1,0,0,3,0,100.0,0,0,0,0,6,0,0,0,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Florian Neuhaus,de GER,AM,0.0,"Saturday May 3, 2025",0,1,0.0,0.0,0.0,0.0,0,6,6,6,1,1,0,0,1,1,0.0,0.0,0.0,0,5,1,0,1,4,4,4,0,0,0,3,0,,0,1,0,0,5,0,0,1,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Lennard Maloney,us USA,CM,0.0,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Kevin Stoger,at AUT,AM,0.0,"Saturday May 3, 2025",0,1,0.0,0.0,0.2,0.2,4,38,38,38,5,5,0,0,12,5,0.2,0.2,0.1,2,33,5,0,3,30,30,30,0,4,0,11,1,,0,2,2,2,27,3,0,3,1,100.0,30.06.2027,Mediocampista,False,False,True,False,7373326.6000000015
Elvis Rexhbecaj,xk KVX,CM,0.0,"Saturday October 26, 2024",0,1,0.0,0.0,0.0,0.0,1,29,29,29,5,5,1,1,7,0,0.0,0.0,0.0,0,25,4,0,2,16,16,16,0,1,0,18,3,25.0,2,0,1,1,22,4,1,2,1,100.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Kevin Stoger,at AUT,DM,0.0,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,3,15,15,15,0,0,0,0,5,2,0.0,0.0,0.0,0,10,5,0,4,9,9,9,0,0,0,9,0,,0,0,0,1,8,0,0,4,0,,30.06.2027,Mediocampista,False,False,True,False,0.0
Marvin Friedrich,de GER,CB,0.0,"Saturday October 19, 2024",0,1,0.1,0.1,0.0,0.0,1,65,65,65,5,5,0,0,28,1,0.0,0.0,0.0,4,65,0,0,0,53,53,53,0,6,0,2,1,,0,0,0,1,53,1,0,0,8,80.0,30.06.2026,Defensa,True,False,False,False,9995928.0
Lucas Holer,de GER,FW,0.0,"Saturday March 15, 2025",0,2,0.7,0.7,0.0,0.0,3,23,23,23,2,2,0,0,6,0,0.0,0.0,0.0,0,22,1,0,0,15,15,15,0,1,0,12,5,,0,1,1,1,22,6,2,0,2,33.3,30.06.2029,Delantero,False,True,False,False,0.0
Lucas Holer,de GER,DM,0.0,"Saturday October 5, 2024",0,2,0.4,0.4,0.0,0.0,0,5,5,5,0,0,0,0,0,0,0.0,0.0,0.0,1,5,0,0,0,3,3,3,0,2,0,3,2,,0,0,0,0,6,1,0,0,0,,30.06.2029,Mediocampista,False,False,True,False,0.0
Jonathan Tah,de GER,CB,0.0,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,2,69,69,69,1,1,0,0,37,6,0.0,0.0,0.0,6,69,0,0,0,64,64,64,0,3,0,2,2,,0,0,0,0,56,0,0,0,3,42.9,30.06.2029,Defensa,True,False,False,False,240894.0
Joao Palhinha,pt POR,DM,0.0,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,0,46,46,46,1,1,0,0,15,4,0.0,0.0,0.0,6,44,1,0,0,39,39,39,1,0,0,17,0,,0,0,0,0,40,0,2,0,0,0.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Tom Bischof,de GER,CM,0.0,"Sunday November 10, 2024",0,2,0.1,0.1,0.0,0.0,1,58,58,58,6,6,0,0,20,7,0.0,0.0,0.1,6,53,5,0,6,44,44,44,0,1,0,23,2,0.0,1,0,1,2,49,6,1,6,0,0.0,30.06.2029,Mediocampista,False,False,True,False,0.0
Jonathan Tah,de GER,CB,0.0,"Friday November 1, 2024",0,1,0.1,0.1,0.0,0.0,0,45,45,45,3,3,0,0,21,4,0.0,0.0,0.0,3,43,2,0,0,40,40,40,0,3,0,4,2,,0,1,1,0,30,0,1,0,3,75.0,30.06.2029,Defensa,True,False,False,False,0.0
Nick Woltemade,de GER,FW,0.0,"Saturday February 1, 2025",0,2,0.1,0.1,0.1,0.1,4,24,24,24,2,2,0,0,4,0,0.1,0.1,0.1,1,22,1,1,0,14,14,14,1,0,0,21,8,0.0,2,4,3,2,27,6,2,0,4,44.4,30.06.2028,Delantero,False,True,False,False,0.0
Nick Woltemade,de GER,FW,0.0,"Sunday February 23, 2025",1,4,1.3,1.3,0.3,0.3,4,33,33,33,3,3,1,1,4,1,0.3,0.3,0.4,1,33,0,1,0,22,22,22,0,0,0,23,12,50.0,1,0,6,1,41,10,0,0,2,40.0,30.06.2028,Delantero,False,True,False,False,39558386.400000006
Nick Woltemade,de GER,FW,0.0,"Sunday January 12, 2025",0,0,0.0,0.0,0.0,0.0,1,23,23,23,2,2,1,1,2,0,0.0,0.0,0.0,4,23,0,0,0,17,17,17,0,1,0,12,6,33.3,2,1,3,2,29,4,1,0,0,0.0,30.06.2028,Delantero,False,True,False,False,0.0
Tom Bischof,de GER,AM,0.0,"Saturday May 17, 2025",0,0,0.0,0.0,0.2,0.2,2,22,22,22,4,4,2,2,4,2,0.2,0.2,0.1,2,19,3,0,1,18,18,18,0,2,0,6,0,40.0,3,2,0,1,16,1,0,1,0,0.0,30.06.2029,Mediocampista,False,False,True,False,18873477.6
Tom Bischof,de GER,RM,0.0,"Sunday March 9, 2025",0,3,0.1,0.1,0.0,0.0,2,59,59,59,5,5,5,5,16,5,0.0,0.0,0.2,5,51,8,0,9,42,42,42,0,2,0,27,3,71.4,2,3,1,2,44,4,0,9,0,0.0,30.06.2029,Mediocampista,False,False,True,False,16424572.0
Tom Bischof,de GER,RW,0.0,"Sunday December 8, 2024",1,3,0.1,0.1,0.2,0.2,6,48,48,48,8,8,0,0,16,4,0.2,0.2,0.2,4,44,4,0,4,41,41,41,0,0,0,25,2,0.0,1,1,4,1,43,4,0,4,0,,30.06.2029,Delantero,False,True,False,False,36478168.599999994
Tom Bischof,de GER,CM,0.0,"Friday May 9, 2025",0,2,0.1,0.1,0.1,0.1,5,58,58,58,3,3,1,1,11,7,0.1,0.1,0.1,4,44,12,0,5,47,47,47,2,2,0,18,2,33.3,2,1,2,1,41,1,3,5,1,100.0,30.06.2029,Mediocampista,False,False,True,False,0.0
Jonathan Tah,de GER,CB,0.0,"Friday January 10, 2025",0,0,0.0,0.0,0.0,0.0,2,22,22,22,0,0,0,0,16,1,0.0,0.0,0.0,0,21,1,0,0,20,20,20,0,3,0,1,0,,0,0,0,0,16,0,0,0,1,50.0,30.06.2029,Defensa,True,False,False,False,0.0
Tom Bischof,de GER,DM,0.0,"Saturday April 12, 2025",0,0,0.0,0.0,0.1,0.1,2,44,44,44,1,1,0,0,10,4,0.1,0.1,0.1,3,37,7,0,6,32,32,32,0,5,0,17,1,,0,1,3,1,31,0,2,6,0,0.0,30.06.2029,Mediocampista,False,False,True,False,0.0
Nick Woltemade,de GER,FW,0.0,"Sunday November 10, 2024",1,2,0.3,0.3,0.1,0.1,3,6,6,6,2,2,0,0,2,1,0.1,0.1,0.0,3,5,0,0,0,4,4,4,1,0,0,6,4,0.0,1,0,1,1,8,7,0,0,1,50.0,30.06.2028,Delantero,False,True,False,False,33910992.8
Jonathan Tah,de GER,CB,0.0,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,2,65,65,65,7,7,0,0,29,5,0.0,0.0,0.0,6,63,2,0,0,53,53,53,0,9,0,3,0,,0,0,0,0,49,0,1,0,3,60.0,30.06.2029,Defensa,True,False,False,False,5917277.0
Jonathan Tah,de GER,CB,0.0,"Sunday February 2, 2025",0,0,0.0,0.0,0.0,0.0,0,45,45,45,1,1,0,0,22,4,0.0,0.0,0.1,2,45,0,0,0,42,42,42,0,5,0,2,1,,0,0,0,0,32,0,0,0,3,100.0,30.06.2029,Defensa,True,False,False,False,0.0
Jonathan Tah,de GER,CB,0.0,"Saturday December 7, 2024",1,1,0.1,0.1,0.0,0.0,0,94,94,94,3,3,0,0,45,1,0.0,0.0,0.0,4,89,5,0,0,86,86,86,0,5,1,2,2,,0,0,0,1,84,0,0,0,3,100.0,30.06.2029,Defensa,True,False,False,False,75249483.0
Jonathan Tah,de GER,CB,0.0,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,0,70,70,70,5,5,0,0,36,9,0.0,0.0,0.1,10,70,0,0,0,67,67,67,0,3,0,3,1,,0,1,1,0,59,0,0,0,1,33.3,30.06.2029,Defensa,True,False,False,False,7784314.0
Jonathan Tah,de GER,CB,0.0,"Saturday February 15, 2025",0,0,0.0,0.0,0.3,0.3,1,73,73,73,8,8,0,0,37,4,0.3,0.3,0.5,5,72,1,0,0,66,66,66,0,2,0,10,2,0.0,1,1,0,0,54,1,3,0,2,100.0,30.06.2029,Defensa,True,False,False,False,19596336.4
Joao Palhinha,pt POR,DM,0.0,"Friday April 4, 2025",0,1,0.0,0.0,0.0,0.0,3,83,83,83,6,6,0,0,31,5,0.0,0.0,0.2,3,83,0,0,1,75,75,75,0,0,0,27,2,,0,1,1,0,75,1,1,1,2,50.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Nick Woltemade,de GER,FW,0.0,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,19,19,19,4,4,0,0,3,1,0.0,0.0,0.0,2,19,0,0,1,11,11,11,0,1,0,9,6,0.0,2,0,5,1,20,5,0,1,1,50.0,30.06.2028,Delantero,False,True,False,False,0.0
Tom Bischof,de GER,"AM,CM",0.0,"Sunday February 2, 2025",0,3,0.1,0.1,0.3,0.3,9,77,77,77,3,3,1,1,19,2,0.3,0.3,0.3,7,70,7,0,6,60,60,60,0,1,0,36,3,100.0,0,2,0,1,73,7,3,6,0,0.0,30.06.2029,Otros,False,False,False,True,52556224.4
Jonathan Tah,de GER,CB,0.0,"Saturday May 17, 2025",0,0,0.0,0.0,0.0,0.0,1,32,32,32,0,0,0,0,19,1,0.0,0.0,0.0,2,29,3,0,0,26,26,26,0,12,0,0,0,,0,0,0,0,21,0,1,0,4,100.0,30.06.2029,Defensa,True,False,False,False,1674156.0
Nick Woltemade,de GER,"FW,RW",0.0,"Saturday February 15, 2025",1,1,0.2,0.2,0.0,0.0,2,3,3,3,1,1,2,2,2,0,0.0,0.0,0.0,0,2,1,0,0,3,3,3,0,0,0,3,1,66.7,1,0,0,1,6,1,1,0,0,0.0,30.06.2028,Otros,False,False,False,True,43058737.0
Jonathan Tah,de GER,CB,0.0,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,2,55,55,55,5,5,0,0,23,6,0.0,0.0,0.0,2,54,1,0,0,53,53,53,0,4,0,2,0,,0,1,1,0,44,0,0,0,2,100.0,30.06.2029,Defensa,True,False,False,False,0.0
Tom Bischof,de GER,CM,0.0,"Saturday September 21, 2024",0,1,0.0,0.0,0.0,0.0,1,43,43,43,3,3,0,0,12,0,0.0,0.0,0.0,1,35,8,0,5,25,25,25,0,2,0,21,0,,0,1,1,0,19,6,4,5,1,50.0,30.06.2029,Mediocampista,False,False,True,False,0.0
Nick Woltemade,de GER,"FW,DM",0.0,"Friday February 28, 2025",0,2,0.1,0.1,0.2,0.2,3,24,24,24,2,2,0,0,2,0,0.2,0.2,0.3,3,24,0,0,0,15,15,15,0,2,0,21,8,0.0,7,1,2,3,33,6,0,0,4,33.3,30.06.2028,Otros,False,False,False,True,37453007.6
Tom Bischof,de GER,CM,0.0,"Saturday November 2, 2024",0,1,0.0,0.0,0.3,0.3,3,86,86,86,6,6,0,0,34,5,0.3,0.3,0.2,4,74,11,0,10,65,65,65,1,2,0,39,3,0.0,1,1,2,1,57,10,2,10,2,66.7,30.06.2029,Mediocampista,False,False,True,False,0.0
Nick Woltemade,de GER,AM,0.0,"Sunday October 6, 2024",0,1,0.1,0.1,0.0,0.0,0,14,14,14,1,1,0,0,3,1,0.0,0.0,0.0,0,14,0,0,1,11,11,11,0,0,0,15,6,0.0,1,1,2,0,16,4,0,1,1,100.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Tom Bischof,de GER,RW,0.0,"Saturday January 11, 2025",0,2,0.2,0.2,0.0,0.0,3,49,49,49,3,3,1,1,12,3,0.0,0.0,0.1,1,43,5,0,4,37,37,37,1,3,0,20,2,100.0,0,1,1,1,36,5,0,4,1,100.0,30.06.2029,Delantero,False,True,False,False,0.0
Jonathan Tah,de GER,CB,0.0,"Saturday December 14, 2024",0,0,0.0,0.0,0.0,0.0,0,98,98,98,3,3,0,0,57,6,0.0,0.0,0.0,3,96,2,0,1,95,95,95,0,8,0,3,1,,0,0,0,0,86,1,0,1,0,0.0,30.06.2029,Defensa,True,False,False,False,0.0
Jonathan Tah,de GER,CB,0.0,"Saturday February 22, 2025",0,2,0.1,0.1,0.0,0.0,0,47,47,47,5,5,0,0,28,6,0.0,0.0,0.0,5,47,0,0,0,45,45,45,0,3,0,5,4,,0,0,0,0,36,0,0,0,4,80.0,30.06.2029,Defensa,True,False,False,False,6817400.0
Nick Woltemade,de GER,AM,0.0,"Saturday November 30, 2024",0,1,0.1,0.1,0.0,0.0,2,8,8,8,1,1,0,0,2,0,0.0,0.0,0.0,1,7,1,0,1,6,6,6,0,0,0,8,2,,0,0,4,0,10,3,0,1,0,0.0,30.06.2028,Mediocampista,False,False,True,False,0.0
Tom Bischof,de GER,"CM,DM",0.0,"Saturday April 5, 2025",1,3,0.2,0.2,0.0,0.0,0,37,37,37,4,4,1,1,8,5,0.0,0.0,0.1,4,33,4,0,1,33,33,33,0,2,0,11,1,50.0,1,0,1,3,30,1,0,1,0,,30.06.2029,Otros,False,False,False,True,59256378.0
Jonathan Tah,de GER,CB,0.0,"Sunday September 22, 2024",1,3,0.2,0.2,0.0,0.0,2,88,88,88,4,4,0,0,42,4,0.0,0.0,0.2,8,86,2,1,1,84,84,84,0,2,1,8,3,,0,1,3,0,77,1,0,1,2,100.0,30.06.2029,Defensa,True,False,False,False,74706720.0
Joao Palhinha,pt POR,DM,0.0,"Saturday October 19, 2024",0,2,0.2,0.2,0.0,0.0,2,56,56,56,3,3,1,1,23,3,0.0,0.0,0.1,4,56,0,0,0,54,54,54,0,0,0,19,2,100.0,0,0,0,1,54,0,2,0,0,0.0,30.06.2026,Mediocampista,False,False,True,False,3815310.0
Tom Bischof,de GER,"LW,CM",0.0,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,3,53,53,53,5,5,0,0,17,3,0.0,0.0,0.1,3,44,9,0,6,42,42,42,0,0,0,29,2,0.0,2,5,1,6,39,8,2,6,0,,30.06.2029,Otros,False,False,False,True,17457316.0
Joao Palhinha,pt POR,DM,0.0,"Sunday October 6, 2024",0,2,0.1,0.1,0.0,0.0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,1,0,2,2,100.0,0,0,0,0,2,0,0,0,1,100.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Joao Palhinha,pt POR,DM,0.0,"Saturday November 9, 2024",0,0,0.0,0.0,0.0,0.0,0,8,8,8,1,1,0,0,2,0,0.0,0.0,0.0,0,7,1,0,0,6,6,6,0,0,0,0,0,,0,0,1,1,5,0,0,0,2,66.7,30.06.2026,Mediocampista,False,False,True,False,0.0
Nick Woltemade,de GER,FW,0.0,"Sunday May 11, 2025",1,5,0.7,0.7,0.5,0.5,7,22,22,22,1,1,1,1,2,0,0.5,0.5,0.2,0,21,1,0,0,16,16,16,0,1,0,21,13,100.0,0,2,1,2,25,8,1,0,2,100.0,30.06.2028,Delantero,False,True,False,False,90107888.0
Nick Woltemade,de GER,"AM,RM",0.0,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,2,6,6,6,0,0,1,1,0,0,0.0,0.0,0.0,0,6,0,0,0,2,2,2,0,0,0,4,1,100.0,0,0,0,1,6,1,0,0,1,50.0,30.06.2028,Otros,False,False,False,True,4533263.0
Tom Bischof,de GER,CM,0.0,"Sunday October 6, 2024",0,1,0.0,0.0,0.0,0.0,1,28,28,28,2,2,1,1,6,1,0.0,0.0,0.1,2,24,4,0,3,21,21,21,0,2,0,9,2,100.0,0,0,1,0,20,1,1,3,0,,30.06.2029,Mediocampista,False,False,True,False,0.0
Joao Palhinha,pt POR,DM,0.0,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,1,2,0,0,0,1,1,1,0,1,0,0,0,,0,0,0,0,1,0,0,0,2,100.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Joao Palhinha,pt POR,DM,0.0,"Friday February 28, 2025",0,1,0.1,0.1,0.0,0.0,2,32,32,32,0,0,0,0,15,2,0.0,0.0,0.0,1,31,1,0,0,31,31,31,0,1,0,3,1,0.0,1,0,0,0,29,0,0,0,2,100.0,30.06.2026,Mediocampista,False,False,True,False,0.0
Nick Woltemade,de GER,FW,0.0,"Friday December 6, 2024",2,3,1.3,1.3,0.0,0.0,1,14,14,14,1,1,1,1,0,0,0.0,0.0,0.0,1,14,0,0,2,8,8,8,0,2,0,14,5,100.0,0,1,4,3,22,4,1,2,2,50.0,30.06.2028,Delantero,False,True,False,False,59714664.0
Nick Woltemade,de GER,FW,0.0,"Saturday March 8, 2025",0,0,0.0,0.0,0.5,0.5,4,18,18,18,3,3,4,4,3,0,0.5,0.5,0.3,2,17,1,0,0,10,10,10,0,1,0,12,2,100.0,0,1,4,0,25,4,1,0,3,50.0,30.06.2028,Delantero,False,True,False,False,24148199.0
Jonathan Tah,de GER,CB,0.0,"Sunday May 4, 2025",1,2,0.1,0.1,0.0,0.0,1,59,59,59,4,4,0,0,33,6,0.0,0.0,0.0,6,56,3,0,0,52,52,52,0,6,0,4,1,,0,0,0,1,45,0,0,0,3,75.0,30.06.2029,Defensa,True,False,False,False,48920920.0
Jonathan Tah,de GER,CB,0.0,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,19,19,19,2,2,0,0,8,1,0.0,0.0,0.0,1,19,0,0,0,16,16,16,0,16,0,0,0,,0,0,1,0,16,0,0,0,5,100.0,30.06.2029,Defensa,True,False,False,False,0.0
Joao Palhinha,pt POR,DM,0.0,"Saturday April 19, 2025",0,0,0.0,0.0,0.0,0.0,0,15,15,15,0,0,0,0,8,0,0.0,0.0,0.0,2,14,1,0,0,15,15,15,0,0,0,3,0,,0,0,0,0,13,0,0,0,0,,30.06.2026,Mediocampista,False,False,True,False,0.0
Nick Woltemade,de GER,FW,0.0,"Saturday April 5, 2025",0,1,0.0,0.0,0.5,0.5,2,29,29,29,4,4,0,0,6,1,0.5,0.5,0.2,1,29,0,0,0,18,18,18,0,1,0,18,6,0.0,3,3,1,3,32,5,1,0,2,100.0,30.06.2028,Delantero,False,True,False,False,42795906.0
Tom Bischof,de GER,RM,0.0,"Sunday December 15, 2024",0,2,0.1,0.1,0.1,0.1,4,42,42,42,3,3,0,0,13,6,0.1,0.1,0.2,2,38,4,0,4,35,35,35,0,2,0,16,4,,0,0,1,1,33,4,1,4,0,0.0,30.06.2029,Mediocampista,False,False,True,False,0.0
Joao Palhinha,pt POR,DM,0.0,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,1,22,22,22,3,3,0,0,6,1,0.0,0.0,0.0,3,22,0,0,0,20,20,20,0,1,1,0,0,,0,0,0,1,19,0,0,0,0,,30.06.2026,Mediocampista,False,False,True,False,28539691.0
Jonathan Tah,de GER,CB,0.0,"Sunday April 20, 2025",0,1,0.1,0.1,0.0,0.0,0,77,77,77,4,4,0,0,23,2,0.0,0.0,0.0,4,75,1,0,0,70,70,70,1,7,0,5,2,,0,0,0,0,64,1,0,0,4,100.0,30.06.2029,Defensa,True,False,False,False,185887.0
Jonathan Tah,de GER,CB,0.0,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,29,29,29,0,0,0,0,9,3,0.0,0.0,0.0,0,27,2,0,0,27,27,27,0,4,0,0,0,,0,0,0,0,23,0,1,0,1,100.0,30.06.2029,Defensa,True,False,False,False,0.0
Nick Woltemade,de GER,FW,0.0,"Sunday March 16, 2025",1,2,0.5,0.5,0.6,0.6,6,26,26,26,2,2,1,1,6,0,0.6,0.6,0.3,1,24,2,0,0,19,19,19,0,0,0,24,10,25.0,2,5,5,1,34,4,3,0,4,33.3,30.06.2028,Delantero,False,True,False,False,71608142.8
Jonathan Tah,de GER,CB,0.0,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,2,57,57,57,4,4,0,0,27,6,0.0,0.0,0.0,5,56,1,0,0,50,50,50,0,0,0,1,0,,0,0,0,0,45,0,0,0,0,0.0,30.06.2029,Defensa,True,False,False,False,0.0
